BLZ;name;city;shortName;BIC
51420600;Svenska Handelsbanken Deutschland;Frankfurt am Main;Svenska Handelsbanken;HANDDEFFXXX
51430300;Nordea Bank, Niederlassung Frankfurt;Frankfurt am Main;Nordea Bank, Frankfurt;NDEADEFFXXX
51430321;Nordea Bank Finland;Frankfurt am Main;Nordea Bank Frankfurt;NDEADEFF321
51430400;Goldman Sachs;Frankfurt am Main;Goldman Sachs Frankfurt;GOLDDEFFXXX
51540037;Commerzbank;Wetzlar;Commerzbank Wetzlar;COBADEFFXXX
51550035;Sparkasse Wetzlar;Wetzlar;Sparkasse Wetzlar;HELADEF1WET
51570008;Deutsche Bank;Wetzlar;Deutsche Bank Wetzlar;DEUTDEFF515
51570024;Deutsche Bank Privat und Geschäftskunden;Wetzlar;Deutsche Bank PGK Wetzlar;DEUTDEDB515
51580044;Commerzbank vormals Dresdner Bank;Wetzlar;Commerzbank Wetzlar;DRESDEFF515
51591300;Volksbank Brandoberndorf;Waldsolms;Volksbank Brandoberndorf;GENODE51WBO
51640043;Commerzbank;Dillenburg;Commerzbank Dillenburg;COBADEFFXXX
51650045;Sparkasse Dillenburg;Dillenburg;Spk Dillenburg;HELADEF1DIL
51690000;Volksbank Dill VB und Raiffbk;Dillenburg;Volksbank Dill VB u Raiffbk;GENODE51DIL
51691500;Volksbank Herborn-Eschenburg;Herborn, Hess;Volksbank Herborn-Eschenbg;GENODE51HER
51752267;Sparkasse Battenberg;Battenberg (Eder);Sparkasse Battenberg;HELADEF1BAT
51762434;VR Bank Biedenkopf-Gladenbach;Biedenkopf;VR Bank Biedenk-Gladenb;GENODE51BIK
51850079;Sparkasse Oberhessen;Friedberg (Hessen);Spk Oberhessen;HELADEF1FRI
51861325;BVB Volksbank Ndl d Frankfurter Volksbank;Bad Vilbel;BVB Volksbank;GENODEF1BVB
51861403;Volksbank Butzbach;Butzbach;Volksbank Butzbach;GENODE51BUT
51861616;Landbank Horlofftal;Reichelsheim (Wetterau);LdBk Horlofftal Reichelshei;GENODE51REW
51861806;Volksbank Ober-Mörlen;Ober-Mörlen;Volksbank Ober-Mörlen;GENODE51OBM
51961023;Volksbank Ulrichstein;Ulrichstein;Volksbank Ulrichstein;GENODE51ULR
51961515;Spar- und Darlehnskasse Stockhausen;Herbstein;Spar-u Darlehnskasse;GENODE51HSH
51961801;Volksbank Feldatal;Feldatal;Volksbank Feldatal;GENODE51FEL
51990000;Volksbank Lauterbach-Schlitz;Lauterbach (Hessen);Volksbank Lauterbach-Schl;GENODE51LB1
52010111;SEB;Kassel, Hess;SEB Kassel;ESSEDE5F520
52040021;Commerzbank;Kassel, Hess;Commerzbank Kassel;COBADEFFXXX
52050000;Landeskreditkasse Kassel;Kassel, Hess;Landeskreditkasse Kassel;HELADEFF520
52050353;Kasseler Sparkasse;Kassel, Hess;Kasseler Sparkasse;HELADEF1KAS
52051373;Stadtsparkasse Borken (Hessen);Borken (Hessen);St Spk Borken;HELADEF1BOR
52051555;Stadtsparkasse Felsberg;Felsberg, Hess;St Spk Felsberg;HELADEF1FEL
52051877;Stadtsparkasse Grebenstein;Grebenstein;St Spk Grebenstein;HELADEF1GRE
52052154;Kreissparkasse Schwalm-Eder;Melsungen;Kreissparkasse Schwalm-Eder;HELADEF1MEG
52053458;Stadtsparkasse Schwalmstadt;Schwalmstadt;St Spk Schwalmstadt;HELADEF1SWA
52060000;DZ BANK;Kassel, Hess;DZ BANK;GENODEFF520
52060208;Kurhessische Landbank;Kassel, Hess;Kurhessische Landbk Kassel;GENODEF1KS2
52060410;Evangelische Bank;Kassel, Hess;Evangelische Bank Kassel;GENODEF1EK1
52061303;Raiffeisenbank Borken;Borken (Hessen);Raiffbk Borken;GENODEF1BOR
52062200;VR-Bank Chattengau;Gudensberg;VR-Bank Chattengau;GENODEF1GUB
52062601;VR-Bank Schwalm-Eder;Homberg (Efze);VR-Bank Schwalm-Eder;GENODEF1HRV
52063369;VR-Bank Spangenberg-Morschen;Spangenberg, Hess;VR-Bank Spangenbg-Morschen;GENODEF1SPB
52063550;Raiffeisenbank;Wolfhagen;Raiffbk;GENODEF1WOH
52064156;Raiffeisenbank;Baunatal;Raiffeisenbank Baunatal;GENODEF1BTA
52065220;Raiffeisenbank;Calden, Hess;Raiffeisenbank Calden;GENODEF1CAL
52069013;Raiffeisenbank Burghaun;Burghaun;Raiffeisenbank Burghaun;GENODEF1BHN
52069029;Spar-u. Kredit-Bank;Gemünden (Wohra);Spar-u Kredit-Bank Gemünden;GENODEF1GMD
52069065;Raiffeisenbank Langenschwarz;Burghaun;Raiffbk Langenschw. Burghau;GENODEF1BUR
52069103;Raiffeisenbank Trendelburg -alt-;Trendelburg;Raiffbk Trendelburg -alt-;GENODEF1TBG
52069149;Raiffeisenbank Volkmarsen;Volkmarsen;Raiffbk Volkmarsen;GENODEF1VLM
52069519;Frankenberger Bank Raiffeisenbank;Frankenberg (Eder);Frankenberger Bank;GENODEF1FBK
52070012;Deutsche Bank;Kassel, Hess;Deutsche Bank Kassel;DEUTDEFF520
52070012;Deutsche Bank;Baunatal;Deutsche Bank Baunatal;DEUTDEFF523
52070012;Deutsche Bank;Hann. Münden;Deutsche Bank Hann Münden;DEUTDEFF524
52070024;Deutsche Bank Privat und Geschäftskunden;Kassel, Hess;Deutsche Bank PGK Kassel;DEUTDEDB520
52070024;Deutsche Bank Privat und Geschäftskunden;Baunatal;Deutsche Bank PGK Baunatal;DEUTDEDB523
52070024;Deutsche Bank Privat und Geschäftskunden;Hann. Münden;Deutsche Bank PGK Hann Münd;DEUTDEDB524
52071212;Deutsche Bank;Bad Wildungen;Deutsche Bank Bad Wildungen;DEUTDEFF521
52071224;Deutsche Bank Privat und Geschäftskunden;Bad Wildungen;Deutsche Bank PGK Bad Wildu;DEUTDEDB521
52080080;Commerzbank vormals Dresdner Bank;Kassel, Hess;Commerzbank Kassel;DRESDEFF520
52080085;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK1;Kassel, Hess;Commerzbank ITGK1 Kassel;DRESDEFFJ19
52090000;Kasseler Bank;Kassel, Hess;Kasseler Bank;GENODE51KS1
52090611;apoBank;Kassel, Hess;apoBank Kassel;DAAEDED1011
52240006;Commerzbank;Eschwege;Commerzbank Eschwege;COBADEFFXXX
52250030;Sparkasse Werra-Meißner;Eschwege;Sparkasse Werra-Meißner;HELADEF1ESW
52260385;VR-Bank Werra-Meißner;Eschwege;VR-Bank Werra-Meißner;GENODEF1ESW
52270012;Deutsche Bank;Eschwege;Deutsche Bank Eschwege;DEUTDEFF522
52270024;Deutsche Bank Privat und Geschäftskunden;Eschwege;Deutsche Bank PGK Eschwege;DEUTDEDB522
52350005;Sparkasse Waldeck-Frankenberg;Korbach;Spk Waldeck-Frankenberg;HELADEF1KOR
52360059;Waldecker Bank;Korbach;Waldecker Bank Korbach;GENODEF1KBW
52410300;ReiseBank;Frankfurt am Main;ReiseBank Frankfurt am Main;RBAGDEF1XXX
52410310;ReiseBank Gf2;Frankfurt am Main;ReiseBank Gf2 Frankfurt;RBAGDEF1CMI
52410400;Korea Exchange Bank (Deutschland);Frankfurt am Main;KEB -Deutschland- Ffm;KOEXDEFAXXX
52410900;Maple Bank;Frankfurt am Main;Maple Bank Frankfurt;MPBKDEFFXXX
52411000;Cash Express Gesellschaft f Finanz-u Reisedienstleistungen;Frankfurt am Main;Cash Express Frankfurt;CAGBDEF1XXX
52411010;Cash Express Gesellschaft f.Finanz-u.Reisedienstleistungen;Frankfurt am Main;Cash Express Gf2 Frankfurt;CAGBDEF1CMI
52420000;Credit Agricole CIB Deutschland;Frankfurt am Main;Credit Agricole Deutschland;BSUIDEFFXXX
52420300;SHINHAN BANK EUROPE;Frankfurt am Main;SHINHAN BANK EUROPE Ffm;SHBKDEFFXXX
52420600;Piraeus Bank Frankfurt Branch;Frankfurt am Main;Piraeus Bank Frankfurt;ABGRDEFFXXX
52420700;SECB Swiss Euro Clearing Bank;Frankfurt am Main;SECB Frankfurt Main;SECGDEFFXXX
52430000;Credit Mutuel - BECM - Ndl Deutschland;Frankfurt am Main;Credit Mutuel - BECM;CMCIDEF1XXX
52430100;Banque Federative Credit Mutuel Ndl Deutschl;Frankfurt am Main;BFCM Ndl Deutschland;CMCIDEFFXXX
53040012;Commerzbank;Fulda;Commerzbank Fulda;COBADEFFXXX
53050180;Sparkasse Fulda;Fulda;Sparkasse Fulda;HELADEF1FDS
53051396;Kreissparkasse Schlüchtern;Schlüchtern;Kreissparkasse Schlüchtern;HELADEF1SLU
53060180;VR Genossenschaftsbank Fulda;Fulda;VR Genossenschaftsbk Fulda;GENODE51FUL
53061230;VR-Bank NordRhön;Hünfeld;VR-Bank NordRhön Hünfeld;GENODEF1HUE
53061313;VR Bank Schlüchtern-Birstein;Schlüchtern;VR Bk Schlüchtern-Birstein;GENODE51SLU
53062035;Raiffeisenbank;Großenlüder;Raiffbk Großenlüder;GENODEF1GLU
53062350;Raiffeisenbank Biebergrund-Petersberg;Petersberg, Kr Fulda;Raiffbk Biebergrd-Petersbg;GENODEF1PBG
53064023;Raiffeisenbank;Flieden;Raiffeisenbank Flieden;GENODEF1FLN
53070007;Deutsche Bank;Fulda;Deutsche Bank Fulda;DEUTDEFF530
53070007;Deutsche Bank;Alsfeld;Deutsche Bank Alsfeld;DEUTDEFF531
53070007;Deutsche Bank;Lauterbach (Hessen);Deutsche Bank Lauterbach He;DEUTDEFF534
53070024;Deutsche Bank Privat und Geschäftskunden;Fulda;Deutsche Bank PGK Fulda;DEUTDEDB530
53070024;Deutsche Bank Privat und Geschäftskunden;Alsfeld;Deutsche Bank PGK Alsfeld;DEUTDEDB531
53070024;Deutsche Bank Privat und Geschäftskunden;Lauterbach (Hessen);Deutsche Bank PGK Lauterba;DEUTDEDB534
53080030;Commerzbank vormals Dresdner Bank;Fulda;Commerzbank Fulda;DRESDEFF530
53093200;VR Bank HessenLand;Alsfeld;VR Bank HessenLand;GENODE51ALS
53093255;AgrarBank;Alsfeld;AgrarBank Alsfeld;GENODE51AGR
53240048;Commerzbank;Bad Hersfeld;Commerzbank Bad Hersfeld;COBADEFFXXX
53250000;Sparkasse Bad Hersfeld-Rotenburg;Bad Hersfeld;Spk Bad Hersfeld-Rotenburg;HELADEF1HER
53260145;Raiffeisenbank Asbach-Sorga;Bad Hersfeld;Raiffeisenbank Asbach-Sorga;GENODEF1HFA
53261202;Bankverein Bebra;Bebra;Bankverein Bebra;GENODEF1BEB
53261342;Raiffeisenbank Werratal-Landeck;Heringen (Werra);Raiffbk Werratal-Landeck;GENODEF1RAW
53262073;Raiffeisenbank Haunetal;Haunetal;Raiffeisenbank Haunetal;GENODEF1HNT
53262455;Raiffeisenbank Ronshausen-Marksuhl;Ronshausen;Raiffeisenbank Ronshausen;GENODEF1ROH
53270012;Deutsche Bank;Bad Hersfeld;Deutsche Bank Bad Hersfeld;DEUTDEFF532
53270024;Deutsche Bank Privat und Geschäftskunden;Bad Hersfeld;Deutsche Bank PGK Bad Hersf;DEUTDEDB518
53280081;Commerzbank vormals Dresdner Bank;Bad Hersfeld;Commerzbank Bad Hersfeld;DRESDEFF532
53290000;VR-Bank Bad Hersfeld-Rotenburg;Bad Hersfeld;VR-Bank Bad Hersfeld-Rotenb;GENODE51BHE
53340024;Commerzbank;Marburg;Commerzbank Marburg Lahn;COBADEFFXXX
53350000;Sparkasse Marburg-Biedenkopf;Marburg;Spk Marburg-Biedenkopf;HELADEF1MAR
53361724;Raiffeisenbank;Ebsdorfergrund;Raiffbk Ebsdorfergrund;GENODEF1EBG
53370008;Deutsche Bank;Marburg;Deutsche Bank Marburg Lahn;DEUTDEFF533
53370024;Deutsche Bank Privat und Geschäftskunden;Marburg;Deutsche Bank PGK Marburg;DEUTDEDB533
53380042;Commerzbank vormals Dresdner Bank;Marburg;Commerzbank Marburg Lahn;DRESDEFF533
53381843;Commerzbank vormals Dresdner Bank;Stadtallendorf;Commerzbank Stadtallendf;DRESDEFF568
53390635;apoBank;Gießen, Lahn;apoBank Gießen;DAAEDED1035
54020090;UniCredit Bank - HypoVereinsbank;Kaiserslautern;UniCredit Bank-HypoVereinbk;HYVEDEMM482
54030011;Service Credit Union Overseas Headquarters;Kaiserslautern;Service Credit Union;SCRUDE51XXX
54040042;Commerzbank;Kaiserslautern;Commerzbank Kaiserslautern;COBADEFFXXX
54050110;Stadtsparkasse Kaiserslautern;Kaiserslautern;St Spk Kaiserslautern;MALADE51KLS
54050220;Kreissparkasse Kaiserslautern;Kaiserslautern;Kr Spk Kaiserslautern;MALADE51KLK
54051550;Kreissparkasse Kusel;Kusel;Kr Spk Kusel;MALADE51KUS
54051990;Sparkasse Donnersberg;Rockenhausen;Sparkasse Donnersberg;MALADE51ROK
54061650;VR-Bank Westpfalz;Landstuhl;VR-Bank Westpfalz;GENODE61LAN
54070024;Deutsche Bank Privat und Geschäftskunden;Kaiserslautern;Deutsche Bank PGK Kaisersla;DEUTDEDB540
54070024;Deutsche Bank Privat und Geschäftskunden;Landstuhl;Deutsche Bank PGK Landstuhl;DEUTDEDB541
54070092;Deutsche Bank;Kaiserslautern;Deutsche Bank Kaiserslauter;DEUTDESM540
54070092;Deutsche Bank;Landstuhl;Deutsche Bank Landstuhl;DEUTDESM541
54080021;Commerzbank vormals Dresdner Bank;Kaiserslautern;Commerzbk Kaiserslautern;DRESDEFF540
54090000;Volksbank Kaiserslautern-Nordwestpfalz;Kaiserslautern;VB Kaisersl.-Nordwestpf.;GENODE61KL1
54091700;Volksbank Lauterecken;Lauterecken;Volksbank Lauterecken;GENODE61LEK
54091800;VR Bank Nordwestpfalz -alt-;Rockenhausen;VR Bank Nordwestpfalz -alt-;GENODE61OB1
54092400;Volksbank Glan-Münchweiler;Glan-Münchweiler;Volksbank Glan-Münchweiler;GENODE61GLM
54210111;SEB;Pirmasens;SEB Pirmasens;ESSEDE5F542
54220091;UniCredit Bank - HypoVereinsbank;Pirmasens;UniCredit Bank-HypoVereinbk;HYVEDEMM485
54240032;Commerzbank;Pirmasens;Commerzbank Pirmasens;COBADEFFXXX
54250010;Sparkasse Südwestpfalz;Pirmasens;Spk Südwestpfalz Pirmasens;MALADE51SWP
54261700;VR-Bank Südwestpfalz;Zweibrücken, Pfalz;VR-Bank Südwestpfalz;GENODE61ROA
54270024;Deutsche Bank Privat und Geschäftskunden;Pirmasens;Deutsche Bank PGK Pirmasens;DEUTDEDB542
54270024;Deutsche Bank Privat und Geschäftskunden;Zweibrücken, Pfalz;Deutsche Bank PGK Zweibrück;DEUTDEDB543
54270096;Deutsche Bank;Pirmasens;Deutsche Bank Pirmasens;DEUTDESM542
54270096;Deutsche Bank;Zweibrücken, Pfalz;Deutsche Bank Zweibrücken;DEUTDESM543
54280023;Commerzbank vormals Dresdner Bank;Pirmasens;Commerzbank Pirmasens;DRESDEFF542
54290000;VR-Bank Pirmasens;Pirmasens;VR-Bank Pirmasens;GENODE61PS1
54291200;Raiffeisen- u Volksbank Dahn;Dahn;Raiffeisen u Volksbank Dahn;GENODE61DAH
54500000;Bundesbank;Ludwigshafen am Rhein;BBk Ludwigshafen am Rhein;MARKDEF1545
54510067;Postbank;Ludwigshafen am Rhein;Postbank Ludwigshafen;PBNKDEFFXXX
54520194;UniCredit Bank - HypoVereinsbank;Ludwigshafen am Rhein;UniCredit Bank-HypoVereinbk;HYVEDEMM483
54520194;UniCredit Bank - HypoVereinsbank;Kusel;UniCredit Bank-HypoVereinbk;HYVEDEMM483
54520194;UniCredit Bank - HypoVereinsbank;Hauenstein, Pfalz;UniCredit Bank-HypoVereinbk;HYVEDEMM483
54520194;UniCredit Bank - HypoVereinsbank;Grünstadt;UniCredit Bank-HypoVereinbk;HYVEDEMM483
54520194;UniCredit Bank - HypoVereinsbank;Haßloch, Pfalz;UniCredit Bank-HypoVereinbk;HYVEDEMM483
54520194;UniCredit Bank - HypoVereinsbank;Germersheim;UniCredit Bank-HypoVereinbk;HYVEDEMM483
54520194;UniCredit Bank - HypoVereinsbank;Annweiler am Trifels;UniCredit Bank-HypoVereinbk;HYVEDEMM483
54520194;UniCredit Bank - HypoVereinsbank;Worms;UniCredit Bank-HypoVereinbk;HYVEDEMM483
54520194;UniCredit Bank - HypoVereinsbank;Frankenthal (Pfalz);UniCredit Bank-HypoVereinbk;HYVEDEMM483
54520194;UniCredit Bank - HypoVereinsbank;Schifferstadt;UniCredit Bank-HypoVereinbk;HYVEDEMM483
54520194;UniCredit Bank - HypoVereinsbank;Speyer;UniCredit Bank-HypoVereinbk;HYVEDEMM483
54520194;UniCredit Bank - HypoVereinsbank;Landau in der Pfalz;UniCredit Bank-HypoVereinbk;HYVEDEMM483
54540033;Commerzbank;Ludwigshafen am Rhein;Commerzbank Ludwigshafen Rh;COBADEFFXXX
54550010;Sparkasse Vorderpfalz;Ludwigshafen am Rhein;Sparkasse Vorderpfalz;LUHSDE6AXXX
54550120;Kreissparkasse Rhein-Pfalz;Ludwigshafen am Rhein;Kreissparkasse Rhein-Pfalz;MALADE51LUH
54561310;RV Bank Rhein-Haardt;Lambsheim;RV Bank Rhein-Haardt;GENODE61LBS
54570024;Deutsche Bank Privat und Geschäftskunden;Ludwigshafen am Rhein;Deutsche Bank PGK Ludwigsha;DEUTDEDB545
54570024;Deutsche Bank Privat und Geschäftskunden;Alzey;Deutsche Bank PGK Alzey;DEUTDEDB549
54570024;Deutsche Bank Privat und Geschäftskunden;Frankenthal (Pfalz);Deutsche Bank PGK Frankenth;DEUTDEDB544
54570024;Deutsche Bank Privat und Geschäftskunden;Limburgerhof;Deutsche Bank PGK Limburger;DEUTDEDB550
54570024;Deutsche Bank Privat und Geschäftskunden;Speyer;Deutsche Bank PGK Speyer;DEUTDEDB547
54570024;Deutsche Bank Privat und Geschäftskunden;Worms;Deutsche Bank PGK Worms;DEUTDEDB553
54570094;Deutsche Bank;Ludwigshafen am Rhein;Deutsche Bank Ludwigshafen;DEUTDESM545
54570094;Deutsche Bank;Frankenthal (Pfalz);Deutsche Bank Frankenthal;DEUTDESM544
54570094;Deutsche Bank;Alzey;Deutsche Bank Alzey;DEUTDESM549
54570094;Deutsche Bank;Limburgerhof;Deutsche Bank Limburgerhof;DEUTDESM550
54570094;Deutsche Bank;Speyer;Deutsche Bank Speyer;DEUTDESM547
54570094;Deutsche Bank;Worms;Deutsche Bank Worms;DEUTDESM553
54580020;Commerzbank vormals Dresdner Bank;Ludwigshafen am Rhein;Commerzbank Ludwigshafen;DRESDEFF545
54620093;UniCredit Bank - HypoVereinsbank;Neustadt an der Weinstraße;UniCredit Bank-HypoVereinbk;HYVEDEMM620
54640035;Commerzbank;Neustadt an der Weinstraße;Commerzbank Neustadt Weinst;COBADEFFXXX
54651240;Sparkasse Rhein-Haardt;Bad Dürkheim;Spk Rhein-Haardt;MALADE51DKH
54661800;Raiffeisenbank Freinsheim;Freinsheim;Raiffeisenbank Freinsheim;GENODE61FSH
54663270;Raiffeisenbank Friedelsheim-Rödersheim;Friedelsheim;Raiffbk Friedelsheim;GENODE61FHR
54670024;Deutsche Bank Privat und Geschäftskunden;Neustadt an der Weinstraße;Deutsche Bank PGK Neustadt;DEUTDEDB546
54670024;Deutsche Bank Privat und Geschäftskunden;Bad Dürkheim;Deutsche Bank PGK Bad Dürkh;DEUTDEDB552
54670024;Deutsche Bank Privat und Geschäftskunden;Landau in der Pfalz;Deutsche Bank PGK Landau;DEUTDEDB548
54670095;Deutsche Bank;Neustadt an der Weinstraße;Deutsche Bank Neustadt Wstr;DEUTDESM546
54670095;Deutsche Bank;Bad Dürkheim;Deutsche Bank Bad Dürkheim;DEUTDESM552
54670095;Deutsche Bank;Landau in der Pfalz;Deutsche Bank Landau Pfalz;DEUTDESM548
54680022;Commerzbank vormals Dresdner Bank;Neustadt an der Weinstraße;Commerzbank Neustadt;DRESDEFF546
54690623;apoBank;Neustadt an der Weinstraße;apoBank Neustadt, Weinstr;DAAEDED1023
54691200;VR Bank Mittelhaardt;Bad Dürkheim;VR Bank Mittelhaardt;GENODE61DUW
54750010;Kreis- und Stadtsparkasse Speyer;Speyer;Kr u St Spk Speyer;MALADE51SPY
54761411;Raiffeisenbank Schifferstadt -alt-;Schifferstadt;Raiffbk Schifferstadt -alt-;GENODE61SFS
54790000;Volksbank Kur- und Rheinpfalz;Speyer;VB Kur- und Rheinpfalz;GENODE61SPE
54850010;Sparkasse Südliche Weinstraße in Landau;Landau in der Pfalz;Spk Südl Weinstr in Landau;SOLADES1SUW
54851440;Sparkasse Germersheim-Kandel;Kandel, Pfalz;Spk Kandel Pfalz;MALADE51KAD
54861190;Raiffeisenbank Oberhaardt-Gäu -alt-;Edesheim, Pfalz;Raiffbk Oberhaardt-Gäu-alt-;GENODE61EDH
54862390;Raiffeisenbank;Herxheim bei Landau, Pfalz;Raiffeisenbank Herxheim;GENODE61HXH
54862500;VR Bank Südpfalz;Landau in der Pfalz;VR Bank Südpfalz;GENODE61SUW
54891300;VR Bank Südliche Weinstraße;Bad Bergzabern;VR Bank Südl Weinstr;GENODE61BZA
55000000;Bundesbank;Mainz a Rhein;BBk Mainz;MARKDEF1550
55010111;SEB;Mainz a Rhein;SEB Mainz;ESSEDE5F550
55010111;SEB;Kaiserslautern;SEB Kaiserslautern;ESSEDE5F551
55010400;Aareal Bank GF - BK01 -;Wiesbaden;Aareal Bank GF - BK01 -;AARBDE5WDOM
55010424;Aareal Bank;Mainz a Rhein;Aareal Bank;AARBDE5W550
55010625;Aareal Bank Clearing Wiesbaden;Wiesbaden;Aareal Clearing Wiesbaden;AARBDE5WCLE
55010800;Investitions- und Strukturbank RP;Mainz a Rhein;ISB RP;ISBRDE55XXX
55020000;BHF-BANK;Mainz a Rhein;BHF-BANK Mainz;BHFBDEFF550
55020100;Bausparkasse Mainz;Mainz a Rhein;Bausparkasse Mainz;BKMZDE51XXX
55020486;UniCredit Bank - HypoVereinsbank;Mainz a Rhein;UniCredit Bank-HypoVereinbk;HYVEDEMM486
55020500;Bank für Sozialwirtschaft;Mainz a Rhein;Bank für Sozialwirtschaft;BFSWDE33MNZ
55020600;Westdeutsche Immobilien Bank;Mainz a Rhein;Westdeutsche Immobilien Bk;IMMODE5MXXX
55020700;Süd-West-Kreditbank Finanzierung;Bingen am Rhein;SWK-Bank Bingen;SUFGDE51XXX
55030500;GE Capital Bank;Mainz a Rhein;GE Capital Bank Mainz;CPLADE55XXX
55030533;GE Capital Direkt;Mainz a Rhein;GE Capital Direkt;CPDIDE51XXX
55033300;Santander Consumer Bank;Mainz a Rhein;Santander Bank Mainz;SCFBDE33XXX
55040022;Commerzbank;Mainz a Rhein;Commerzbank Mainz;COBADEFFXXX
55040060;Commerzbank CC;Mainz a Rhein;Commerzbank CC Mainz;COBADEFFXXX
55040061;Commerzbank CC;Mainz a Rhein;Commerzbank CC Mainz;COBADEFFXXX
55050000;ZV Landesbank Baden-Württemberg;Mainz a Rhein;ZV LBBW Mainz;SOLADEST550
55050120;Sparkasse Mainz;Mainz a Rhein;Sparkasse Mainz;MALADE51MNZ
55060321;VR-Bank Mainz -alt-;Mainz a Rhein;VR-Bank Mainz -alt-;GENODE51MZ4
55060417;VR-Bank Mainz -alt-;Mainz a Rhein;VR-Bank Mainz -alt-;GENODE51MZ2
55060611;Genobank Mainz;Mainz a Rhein;Genobank Mainz;GENODE51MZ6
55060831;apoBank;Mainz a Rhein;apoBank Mainz;DAAEDED1031
55061303;Budenheimer Volksbank;Budenheim b Mainz;Budenheimer Volksbank;GENODE51BUD
55061507;VR-Bank Mainz -alt-;Mainz a Rhein;VR-Bank Mainz -alt-;GENODE51HDS
55070024;Deutsche Bank Privat und Geschäftskunden;Mainz a Rhein;Deutsche Bank PGK Mainz;DEUTDEDBMAI
55070024;Deutsche Bank Privat und Geschäftskunden;Bingen am Rhein;Deutsche Bank PGK Bingen, R;DEUTDEDB563
55070024;Deutsche Bank Privat und Geschäftskunden;Ginsheim-Gustavsburg;Deutsche Bank PGK Ginsheim-;DEUTDEDB561
55070024;Deutsche Bank Privat und Geschäftskunden;Ingelheim am Rhein;Deutsche Bank PGK Ingelheim;DEUTDEDB551
55070040;Deutsche Bank;Mainz a Rhein;Deutsche Bank Mainz;DEUTDE5MXXX
55070040;Deutsche Bank;Bingen am Rhein;Deutsche Bank Bingen Rhein;DEUTDE5M552
55070040;Deutsche Bank;Ginsheim-Gustavsburg;Deutsche Bank Ginsheim-Gust;DEUTDE5M550
55070040;Deutsche Bank;Ingelheim am Rhein;Deutsche Bank Ingelheim Rhe;DEUTDE5M551
55080044;Commerzbank, TF MZ 1;Mainz a Rhein;CommerzBk TF MZ 1, Mainz;COBADEFFXXX
55080065;Commerzbank vormals Dresdner Bank;Mainz a Rhein;Commerzbank Mainz;DRESDEFF550
55080085;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1;Mainz a Rhein;Commerzbank ITGK1 Mainz;DRESDEFFJ20
55080086;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2;Mainz a Rhein;Commerzbank ITGK2 Mainz;DRESDEFFJ21
55080088;Commerzbank, TF MZ 2;Mainz a Rhein;CommerzBk TF MZ 2, Mainz;DRESDEFF555
55090500;Sparda-Bank Südwest;Mainz a Rhein;Sparda-Bank Südwest;GENODEF1S01
55091200;Volksbank Alzey-Worms;Worms;Volksbank Alzey-Worms;GENODE61AZY
55150098;Clearingkonto LRP-SI;Mainz a Rhein;Clearingkonto LRP-SI;MALADE51EMZ
55190000;Mainzer Volksbank;Mainz a Rhein;Mainzer Volksbank Mainz;MVBMDE55XXX
55340041;Commerzbank;Worms;Commerzbank Worms;COBADEFFXXX
55350010;Sparkasse Worms-Alzey-Ried;Worms;Sparkasse Worms-Alzey-Ried;MALADE51WOR
55361202;VR Bank;Alsheim, Rheinhess;VR Bank;GENODE51AHM
55362071;Volksbank Bechtheim -alt-;Bechtheim, Rheinhess;Volksbank Bechtheim -alt-;GENODE51BEC
55390000;Volksbank Worms-Wonnegau -alt-;Worms;VB Worms-Wonnegau -alt-;GENODE61WO1
56020086;UniCredit Bank - HypoVereinsbank;Bad Kreuznach;UniCredit Bank-HypoVereinbk;HYVEDEMM515
56050180;Sparkasse Rhein-Nahe;Bad Kreuznach;Sparkasse Rhein-Nahe;MALADE51KRE
56051790;Kreissparkasse Rhein-Hunsrück;Simmern, Hunsrück;Kr Spk Rhein-Hunsrück;MALADE51SIM
56061151;Raiffeisenbank Kastellaun;Kastellaun;Raiffeisenbank Kastellaun;GENODED1KSL
56061472;Volksbank Hunsrück-Nahe;Simmern, Hunsrück;VB Hunsrück-Nahe;GENODED1KHK
56062227;Volksbank Rheinböllen;Rheinböllen;Volksbank Rheinböllen;GENODED1RBO
56070024;Deutsche Bank Privat und Geschäftskunden;Bad Kreuznach;Deutsche Bank PGK Bad Kreuz;DEUTDEDB560
56070040;Deutsche Bank;Bad Kreuznach;Deutsche Bank Bad Kreuznach;DEUTDE5M560
56090000;Volksbank Rhein-Nahe-Hunsrück;Bad Kreuznach;VB Rhein-Nahe-Hunsrück;GENODE51KRE
56240050;Commerzbank;Idar-Oberstein;Commerzbank Idar-Oberstein;COBADEFFXXX
56250030;Kreissparkasse Birkenfeld;Idar-Oberstein;Kr Spk Birkenfeld;BILADE55XXX
56261735;Raiffeisenbank Nahe;Fischbach b Idar-Oberstein;Raiffeisenbank Nahe;GENODED1FIN
56270024;Deutsche Bank Privat und Geschäftskunden;Idar-Oberstein;Deutsche Bank PGK I-Oberst;DEUTDEDB562
56270044;Deutsche Bank;Idar-Oberstein;Deutsche Bank Idar-Oberst;DEUTDE5M562
56290000;Volksbank-Raiffeisenbank Naheland -alt-;Idar-Oberstein;VB-Raiffbk Naheland -alt-;GENODE51IDO
